corp_code,corp_name,corp_name_eng,stock_code,modify_date,stock_name,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00416937,주식회사 지구환경산업,,,,지구환경산업,구 본 근,E,1101110743030.0,1068128417,서울특별시 서초구 서초동 1588-7 석탑오피스텔 602호,,,02-3473-5891,,4111,19910115.0,12.0
00132497,성도통상 주식회사,Sung Do Tong Sang,,,성도통상,공 병 환,E,1101110171647.0,1058129766,서울특별시 마포구 도화동 173번지,,,02-701-1761,02-701-1765,68112,19741020.0,12.0
00216461,(주)에프샵,"F Sharp Co., Ltd.",,,에프샵,김종명,E,1101110863179.0,1068139817,서울특별시 용산구 이촌동 300-27,fsharp.co.kr,,02-2185-3070,02-2185-3199,471,19920710.0,12.0
00369301,(주)근영전자통신,"Keun Young Electronics & Communication Co., Ltd.",,,근영전자통신,강정모,E,1101110660781.0,1058139809,서울특별시 마포구 대흥동 325-76,www.ky.co.kr,,02-719-4078,02-703-9425,62022,19891226.0,12.0
00360106,주식회사 보해주정,"Bohae Alcohol Co., Ltd.",,,보해주정,오완교,E,2101110026833.0,4028133098,전라북도 전주시 덕진구 팔복동 3가 829,없음,,(063) 214-7800,(063) 214-7805,11121,20000901.0,12.0
00410483,(주)윈스텍,"WINSTEC.CO.,LTD",,,윈스텍,김원만 ,E,1211110068453.0,1308160991,경기도 부천시 원미구 원미동 42-13,www.winstec.net,,032)654-6300,032)613-7676,26,19990701.0,12.0
00409928,(주)조한도시개발,,,,조한도시개발,조영관,E,1101111517618.0,1108138781,서울특별시 서대문구 홍제1동 334-87,,,02-394-0524,02-394-4485,68121,19980227.0,12.0
00209647,대웅전기산업(주),DAEWOONG ELECTRIC INDUSTRIAL.CO.LTD.,,,대웅전기산업,김용진,E,1101110638704.0,2188116010,경기도 용인시 고림동 220,www.dae-woong.co.kr,,031-321-9340,031-321-9363,28512,19890714.0,12.0
00370316,(주)해피라인,"HAPPYLINE CO., LTD.",,,해피라인,김일상,E,1311110037547.0,1298127371,경기도 성남시 중원구 상대원동 307-4,www.happyline.co.kr,,031-742-1852,031-745-8837,28519,19990301.0,12.0
00134246,주식회사세원건설,"SEWON CONSTRUCTION CO.,LTD",,,세원건설,손 현 수,E,1501110001896.0,3158100798,충청북도 청주시 흥덕구 봉명2동 1825,,,043-262-2650,043-262-2653,68111,19800212.0,12.0
00444806,린나이씨에스(주),Rinnai SC Corp.,,,린나이씨에스,서정률,E,1101112554825.0,1108157454,서울특별시 서대문구 창천동 린나이빌딩 515-1 린나이빌딩6층,,,02-320-5527,02-320-5835,95399,20020701.0,12.0
00233112,성우전자주식회사,Sungwoo Electronics,,,성우전자,나영열,E,1346110007224.0,1258118870,경기도 안성시 미얀면 보체리 404-1,,,0334)670-7761,0334)677-7713,2611,19960522.0,12.0
00450986,미도산업개발(주),"MI DO INDUSTRIAL CO., LTD.",,,미도산업개발,윤만녀,E,1351110061328.0,1238180330,경기도 과천시 별양동 1-13 제일쇼핑 408,,,02-3679-5400,,41112,20020624.0,12.0
00442206,(주)덕성섬유,DUKSUNG TEXTILE CO.,,,덕성섬유,김성열,E,1748110023690.0,5158117680,경상북도 경산시 자인면 북사리 1086-6,-,,053-856-0681,053-856-0680,13213,20000712.0,12.0
00361664,기흥종합건설주식회사,"Keeheung Construction Co, Ltd.",,,기흥종합건설,김광호,E,1101110759310.0,1238141939,경기도 광주시 오포읍 신현리 380,,,031-718-8670,031-718-7485,41112,19910320.0,12.0
00370334,이에이치상사(주),"E.H Co.,Ltd.",,,이에이치상사,김경식,E,1344110011443.0,1268131328,충청북도 진천군 광혜원면 회죽리 210,www.ehco21.co.kr,,043-535-4211,043-535-4213,2049,19971217.0,12.0
00432616,(주)웨이브티브이,"wavetv.co.,ltd",,,웨이브티브이,정인견,E,1101112166216.0,2208605369,서울특별시 강서구 등촌동 671 SDM센터,www.wavetv.co.kr,,02-2657-8836,02-2657-8877,60229,20010208.0,12.0
00405436,주식회사유니크,"Unique Co.,Ltd.",,,유니크,박창재,E,1201110161349.0,1378119187,경기도 안산시 성곡동,www@uniquepcb.com,,031-493-3323,031-493-5799,2622,19971101.0,12.0
00414319,송학장갑주식회사,Songhakglove.co.ltd,,,송학장갑,최현규,E,1101111396583.0,1188116535,충청남도 보령시 주포면 관산리 320-6,songhakglove.co.kr,,041-934-6914,041-934-6917,14419,19970401.0,12.0
00261610,(주)위트비전, ,,,위트비전,박남은,E,1101111073991.0,2208110270,서울특별시 금천구 가산동 356-5 ,www.witvision.com,,02-858-7626,02-851-8169,263,19940908.0,12.0
00362432,월드무역(주),WORLD CORPORATION,,,월드무역,공병래,E,1701110090895.0,5148122458,대구광역시 달서구 월성동1369-4,,,053-632-1323,053-631-3115,20501,19950927.0,12.0
00415293,(주)오픈테크,"Opentech Co., Ltd.",,,오픈테크,김광일,E,1101110889828.0,2208129269,서울특별시 강남구 논현동 82-18 벤처캐슬B/D 3F,www.otech.co.kr,,02-2104-6000,02-2104-6114,58221,19920918.0,12.0
00413204,주식회사 아피아,APPIA CO.LTD,,,아피아,박용석,E,1101111563637.0,2188122720,서울특별시 성동구 성수1가 656-216,,,02-465-4940,02-469-5781,14120,19980708.0,12.0
00413277,(주)차세대정보통신,"Next Information Technology Co.,Ltd",,,차세대정보통신,원종태,E,1101111324641.0,2148610116,서울특별시 강남구 역삼동 679-5 아주빌딩 903호 서울벤처타운,www.nextinfo.co.kr,,6283-2400,6283-2450,58221,19960924.0,12.0
00268455,조흥신탁유동화전문회사,,,,조흥신탁유동화전문회사,박성수,E,1101140030417.0,1048150422,서울특별시 중구 남대문로1가 조흥은행본점건물 2층,,,02-733-2000,,64999,20000222.0,12.0
00273606,오토일천구백구십구의일 유동화전문 유한회사,AUTO 1999-1 SPC,,,오토일천구백구십구의일유동화전문유한회사,홍성수,E,1101140029098.0,1108140929,서울특별시 중구 정동 34-35,,,(02)758-5226,(02)758-5421,64999,19990316.0,12.0
00303369,한국토지신탁제이차유동화전문유한회사,KOREIT 2 Asset Securitization Specialty Co.,,,한국토지신탁제이차유동화전문유한회사,김 현 철,E,1101140031069.0,1018157561,서울특별시 종로구 관철동 10-2 한국산업은행본점건물,,,02 - 398 - 6387,02-720-0545,64999,20000508.0,9.0
00317043,포커스제1차유동화전문유한회사,"Focus 1st Securitization Specialty Co.,Ltd.",,,포커스제1차유동화전문유한회사,김재나,E,1101140031233.0,1018159012,서울특별시 영등포구 여의도동 16-3,,,02-787-7365,02-787-7394,64999,20000601.0,12.0
00328517,베스트이지제일차유동화전문유한회사,BESTez 1st Securitization Specialty Co. Ltd.,,,베스트이지제일차유동화전문유한회사,김 경 주,E,1101140031671.0,1018161314,서울특별시 종로구 관철동 한국산업은행본점건물,,,398-6924,720-0545,64999,20000731.0,9.0
00341776,모비스코람유동화전문유한회사,"Mobis-Koram ABS Specialty Co., Ltd.",,,모비스코람유동화전문유한회사,장상걸,E,1101140032645.0,1048158405,서울특별시 중구 다동 39,,,3455-2522,3455-2996,64999,20001129.0,12.0
00362131,(주)아이에스피,"ISP.CO.,LTD",,,아이에스피,최근구,E,1101110993463.0,2208117782,서울특별시 강남구 논현동 203 거평비동 2층,WWW.ISP.CO.KR,,02-3442-0058,02-3442-0059,26410,19931215.0,12.0
00427492,(주)한실흥산,"Hansil Industries Co, Ltd.",,,한실흥산,이인영,E,1201110062456.0,2118171818,서울특별시 강남구 논현동 94-24 보광빌딩,,,02-515-6761,02-515-6760,30203,19901105.0,12.0
00363413,주식회사 아이티엔방송,"itn broadcasting co., ltd.",,,아이티엔방송,김영훈,E,1101111968580.0,1018157896,서울특별시 종로구 서린동 영풍빌딩 9층,www.itnteps.com,,02-399-0077,02-733-2600,60229,20000515.0,12.0
00302829,주식회사 슈퍼데크코리아,"haedong superdeck cO.,ltD",,,슈퍼데크코리아,강보식,E,1101111371337.0,1148177452,서울특별시 강남구 역삼동 824-12,SUPERDECK.CO.KR,,02-2056-3222,02-3445-1547,42,19970129.0,12.0
00426758,산은부동산제오차유동화전문유한회사,KDB Real Estate Fifth Securitization Specialty L.L.C.,,,산은부동산제오차유동화전문유한회사,정봉문,E,1101140039807.0,1078624480,서울특별시 영등포구 여의도동 16-3,www.kdb.co.kr,,02-787-7729,02-787-7791,64999,20021007.0,12.0
00427474,덕화산업주식회사,DUCK HWA ,,,덕화산업,하준철,E,1101110520216.0,1058127093,서울특별시 마포구 서교동 364-28 덕화빌딩 1층,,,02-338-2411,02-333-6109,46464,19870225.0,12.0
00428695,국민카드이천이의일유동화전문유한회사,Kookmin Card Securitization 2002-1 Ltd.,,,국민카드이천이의일유동화전문유한회사,김해인,E,1101140040341.0,1018188292,서울특별시 종로구 내수동 167,,,02-3700-3524,02-3700-3089,64999,20021107.0,12.0
00366508,마일스톤벤처투자(주),"Milestone Venture Capital Co.,Ltd.",,,마일스톤벤처투자,서학수,E,1101112020256.0,2208192345,서울특별시 강남구 역삼동 676 삼부빌딩 17층,,,02-527-8400,02-527-8399,64209,20000707.0,6.0
00402208,에스비아이코리아(주),"SBI Korea Co,.Ltd",,,에스비아이코리아,다까하시 요시미,E,1101112484634.0,1068608662,서울특별시 영등포구 여의도동 26-4 교보증권빌딩 4층,,,02-761-6161,02-761-6201,64209,20020330.0,6.0
00175021,씨티은행,"Citibank,N.A.,Seoul",,,씨티은행,사쟈드 라즈비,E,,1028400266,서울특별시 종로구 신문로2가 89-29,www.citibank.com/korea,,02-2004-1363,02-2004-1016,64122,19670802.0,12.0
00429250,Allianz Finance B.V.,Allianz Finance B.V.,,,AllianzFinanceB.V.,H. Konig,E,,14006,"Keizersgracht 484, 1017EH Amsterdam, the Netherlands",,,020-6276516,02-737-9091,64999,19890220.0,12.0
00425777,동의보감유동화전문유한회사,"Dongeui-Bogam Securitization Specialty Co., Ltd.",,,동의보감유동화전문유한회사,전현주,E,1101140039485.0,1048175267,서울특별시 중구 회현동1가 203,,,02-2002-4499,02-2002-5791,64999,20020913.0,12.0
00109125,세화기술투자(주),,,,세화기술투자,김동준,E,1501110008222.0,3158102200,서울특별시 강남구 삼성동 142-43,www.welcomeventure.co.kr,,02-531-3015 (이호연),02-702-0389         ,64209,19890608.0,12.0
00388810,미래에셋 프리미어 혼합형 펀드,Miraeasset Premier Balanced Fund,,,미래에셋프리미어혼합형펀드,이헌복,E,1101112364985.0,1078608118,서울특별시 영등포구 여의도동 45-1 미래에셋빌딩,www.fund.miraeasset.co.kr,,3774-1950,784-4191,64201,20011031.0,10.0
00383426,마이다스차익거래안정혼합형펀드,MIDAS ARBITRAGE FUND,,,마이다스차익거래안정혼합형펀드,허필석,E,1101112306648.0,1078604596,서울특별시 영등포구 여의도 23-3,,,02-3787-3500,02-3700-4460,64991,20010810.0,8.0
00146676,(주)아이씨켐,"IC Chem CO.,LTD.",,,아이씨켐,"최병길, 이현희",E,2047110003994.0,4178103427,전라남도 여수시 중흥동904-12,www.icchem.co.kr,,061-685-6717,061-685-6719       ,20421,19880121.0,12.0
00338152,(주)소프트윈,"SOFTWIN.,CO.Ltd",,,소프트윈,김관식,E,1101111240342.0,1068158468,서울특별시 서초구 방배동 803-8,www.softwin.co.kr,,02-3483-5853,02-539-5038,46510,19960212.0,12.0
00438902,신하나로유동화전문유한회사,"New Hanaro ABS Specialty Co.,LTD.",,,신하나로유동화전문유한회사,조은경,E,1101140042371.0,1078632277,서울특별시 영등포구 여의도동 16-3,,,02-787-6982,02-787-6995,64999,20030320.0,7.0
00432856,벽산건설블루밍제일차유동화전문 유한회사,,,,벽산건설블루밍제일차유동화전문유한회사,이광순,E,1101140041480.0,1078629694,서울특별시 영등포구 여의도동 36-3,,,02-769-8462,,64999,20030123.0,12.0
00431033,이천일아울렛제일차유동화전문유한회사,2001 Outlet First Asset Securitization Specialty Co.,,,이천일아울렛제일차유동화전문유한회사,임성택,E,1101140041133.0,1078628074,서울특별시 영등포구 여의도동 16-3,,,02-787-6626,02-787-6692,64999,20021221.0,12.0
00240866,주식회사 씨마유통,,,,씨마유통,양철원,E,1101110911184.0,1148150720,서울특별시 서초구 잠원동 58-24,,,031-600-1093,031-600-1234,L,,12.0
00440934,캠앤아이코리아(주),"Capital Asset Management & Investment Co.,Ltd",,,캠앤아이코리아,김성원,E,1101111983794.0,1148199607,서울특별시 서초구 방배동 1027-4,,,02-584-4577,02-584-0448,71531,20000530.0,12.0
00440952,제이경영컨설팅(주),"cheil management consulting co.,ltd",,,제이경영컨설팅,이용섭,E,1101112027195.0,1148601355,서울특별시 서초구 방배3동 1027-4 수암빌딩8층,,,02-536-4509,02-584-0448,74100,20000714.0,12.0
00435598,(주)태거산업,TAEGUH IND.CO.LTD,,,태거산업,이영모,E,1342110027634.0,1268136115,경기도 광주시 초월면 지월리 134-1,,,031-763-6101,031-763-6104,2629,19981221.0,12.0
00350136,(주)마인드텔,MINDTELL.INC,,,마인드텔,이교식,E,1101111569982.0,2198126656,서울특별시 강남구 역삼동 648번지 허바허바빌딩 ,www.mindtell.co.kr,,02-561-0086,02-561-7560,2611,19980801.0,12.0
00350206,엘파오 벤쳐캐피탈,EL-PAO VENTURE CAPITAL INC,,,엘파오벤쳐캐피탈,NAUTA  HWANG,E,,9385,"400-555 Sixth Street New Westminister,B.C V3L 5H1, CANADA",,,604 - 526-6313,,64209,19990716.0,1.0
00268288,심스밸리,"SIMS Valley co.,Ltd.",,,심스밸리,유 난 주,E,1101111609225.0,2208156048,서울특별시 강남구 역삼동 835 심스밸리빌딩 7층,www.simsvalley.com,,02-565-7156,02-556-4667,26,19981118.0,12.0
00105846,(주)LGEI,"LG Electronics Investment, Ltd.",,,LGEI,구본준,E,1101110180482.0,1168118600,서울특별시 영등포구 여의도동 20,http://www.lgeinvestment.co.kr,,02) 3777-3606,02) 3777-5307,64992,19590217.0,12.0
00350756,유리크레디트회사채혼합형펀드,Yurie Credit Bond Balanced Fund,,,유리크레디트회사채혼합형펀드,박용국,E,1156110021764.0,1288155516,경기도 파주시 조리면 봉일천리 13-15,www.chb.co.kr,,02-3700-4471,02-3700-4460,64999,20010117.0,1.0
00149497,(주)알파캐피탈,Alpha capital corp.,,,알파캐피탈,강석문,E,1350110052634.0,1238138695,경기도 안양시 만안구 안양5동389-8,,,02-319-6644,02-757-4923,64911,19910607.0,3.0
00264778,(주)유니씨앤티,UNI C&T,,,유니씨앤티,김태훈,E,1101110429509.0,1168135711,서울특별시 강동구 성내동 551-1 다빛타워 2층,www.unicnt.com,,02-478-7050 ,02-478-7051,62021,19860617.0,12.0
00289227,미래에셋파이오니어벤처코스닥펀드,MIRAEASSET PIONEER VENTURE KOSDAQ FUND,,,미래에셋파이오니어벤처코스닥펀드,윤창선,E,1101111838486.0,1078176417,서울특별시 영등포구 여의도동 45-1 미래에셋빌딩,www.miraeasset.co.kr,,02-3774-1600,02-784-0545,64201,19991227.0,12.0
00449184,디에이치파트너스(주),"DH Partners Co.,Ltd.",,,디에이치파트너스,김삼선,E,1101112292954.0,1078603281,서울특별시 영등포구 여의도동 35-6 삼천리빌딩 5층,www.dhpartners.co.kr,,02-785-3035,02-785-3085,71531,20010724.0,12.0
00369028,근하종합개발(주)호텔엑스포,HOTEL EXPO,,,근하종합개발호텔엑스포,유병봉,E,1601110084410.0,3148126892,대전광역시 유성구 봉명동 544-1,EXPOHOTEL.CO.KR,,042)824-0035,042)824-0023,47859,19990715.0,3.0
00152491,코락(주),Korag Company Ltd.,,,코락,"양준일,김은규",E,1201110003377.0,1318100870,인천광역시 남구 학익동 401-48,없음,,032-875-3521,032-862-7601,2032,19741118.0,12.0
00445601,터보엔지니어링 주식회사,"TURBO ENGINEERING CO.,LTD",,,터보엔지니어링,남창룡,E,1101110700620.0,1138119196,경기도 안산시 단원구 성곡동 602-8,,,031-492-4210,031-492-4213,29223,19900524.0,12.0
00407610,(주)알파엔지니어링,"Alpha Engineering Co.,Ltd.",,,알파엔지니어링,이등구,E,1101110818207.0,2048121606,서울특별시 동대문구 용두동 129-414,ialpha.co.kr,,02-925-4525,02-925-4524,42,19911125.0,12.0
00146241,주식회사 명성건설,"Myoungsung constraction co., Ltd.",,,명성건설,박병호,E,1601110012841.0,3088103462,충청남도 논산시 연무읍 안심리 1126-15,,,042-253-8901,,41229,19861121.0,12.0
00446071,스카이함백(주),SKYHAMBAEK CO. Ltd,,,스카이함백,이 연 근,E,1448110001915.0,2288103375,서울특별시 서초구 잠원동 11-2 아세아빌딩 5층,www.sky-hotel.co.kr,,02-508-0465,02-568-9170,55101,19991220.0,12.0
00368384,주식회사 비에스그룹,BSGROUP,,,비에스그룹,이영식,E,1101111940380.0,1048152828,서울특별시 중구 태평로2가 43 신동아화재빌딩 20층,www.bsgroup.co.kr,,02-753-3000,02-753-2597,58221,20000414.0,12.0
00446840,주식회사 삼부이엔씨,"Samboo E&C, Ltd.",,,삼부이엔씨,이자영,E,1101112328139.0,2118700917,서울특별시 강남구 논현동 254-17,,,02)3445-8716,02)3445-7108,4112,20010907.0,12.0
00245791,두앙종합건설주식회사,"DOOANG CONSTRUCTION CO.,LTD",,,두앙종합건설,안영수,E,1311110016947.0,1298113601,경기도 성남시 중원구 성남동 2263,,,031-757-2114,031-731-8695,4112,19940323.0,12.0
00449625,주식회사 신성전자,"Shin-Sung electronics Co., Ltd.",,,신성전자,신호범,E,1753110001728.0,5138102482,경상북도 구미시 황상동 502-3,-,,054-472-7900,054-472-7902,2629,19860816.0,12.0
00375223,한국기업금융자문(주),Korea Corporate Finance Consulting,,,한국기업금융자문,박행수,E,1101111782641.0,1208194081,서울특별시 강남구 대치동 945-1 홍우빌딩 9층,,,02-551-8111,02-6243-8111,75999,19991004.0,12.0
00411631,(주)고룡,"GO RYONG.CO.,LTD",,,고룡,서기종,E,1101110797469.0,2068143192,서울특별시 강남구 역삼동 603-7 대림빌딩6F,없음,,02-501-3373,02-566-5554,4112,19910815.0,12.0
00256326,아성식품주식회사,"A-Sung Foods Co.,ltd",,,아성식품,장병수,E,1941110002876.0,6098119310,경상남도 진해시 남문동 902번지,www.Daesung-CLA.COM,,055)545-7711,055)545-8675,1012,19940628.0,12.0
00367330,(주)세원지애에이치,KANGMANBENTURETOWN.CO.LTD,,,세원지애에이치,홍기철,E,1101111969108.0,2208187750,서울특별시 강남구 역삼동 649번지 5호,,,2008-1265,2008-1263,68112,20000515.0,3.0
00371838,(주)남양주택건설,Namyang,,,남양주택건설,이진수,E,2101110029655.0,4028115557,전라북도 전주시 완산구 효자1동 281-5,,,063)221-8612,063)221-8613,41112,19940407.0,12.0
00246480,이조해운주식회사,"ijo shipping co., ltd",,,이조해운,이학수,E,1101110705522.0,2208106102,서울특별시 강남구 역삼동 831-30 이조빌딩,,,02-569-6606,02-563-0830,50112,19900619.0,12.0
00359304,(주)한서화학,HANSUH CHEMICAL CO. LTD.,,,한서화학,김기문,E,1301110028737.0,1348108376,경기도 안산시 원시동 740번지,www. hansuh.co.kr,,031-491-8973,031-491-8975,2049,19750505.0,12.0
00415600,대륭전자주식회사,"Daeryung Electronics co., ltd",,,대륭전자,김덕환,E,1243110009260.0,1308109994,충청북도 진천군 진천읍 송두리 150-1,www.dre.co.kr,,043-533-6123,043-533-6125,2629,19830415.0,12.0
00422910,(주)서울에프엔텍파트너스,Seoul Fn Tech Partners & co.,,,서울에프엔텍파트너스,이용인,E,1101112257651.0,1048162608,서울특별시 중구 태평로1가 84 서울파이낸스센터 9층,http://www.sfcrc.co.kr,,02-3783-0800,02-3783-0880,64209,20010611.0,12.0
00451055,주식회사팔공산온천관광호텔,Mt.Palgong Hot spring Tourist. Hotel,,,팔공산온천관광호텔,이상달,E,1701110196875.0,5028158098,대구광역시 동구 용수동 89-16,-,,053-985-8080,053-985-8098,55101,20010515.0,12.0
00448839,(주)택산개발,TAEK SAN DEVELOPMENT CO.LTD.,,,택산개발,백  봉,E,1201110140525.0,1378133480,인천광역시 남동구 구월1동 1135번지 남문빌딩 2동 3층 3호,,,032-431-5961-2,032-431-5963,41112,20021226.0,3.0
00234670,동진피엠씨(주),,,,동진피엠씨,정승환,E,1101110265383.0,2048128744,서울특별시 동대문구 신설동 98-32(동진타워12층),,,923-1329,,68112,19810416.0,12.0
00224707,(주)대흥정공,DAIHUNGPRECISIOM INDUSTRY.CO.LTD,,,대흥정공,석철관,E,1101110525068,1308149318,경기도 부천시 원미구 도당동 85-3,,,032 -675 -1141,032-675-0026,29133,19950810,12
00193568,(주)신대광주택,SDKGT Co.LTD,,,신대광주택,강태갑,E,1801110098201,6048119805,부산광역시 사상구 괘법동 568-7,,,051)265-9746,051)262-1686,68111,19900327,12
00415080,아프로시스템스주식회사,"APPROSYSTEMS Co., Ltd",,,아프로시스템스,김근범,E,1101111625172,2208162521,서울특별시 강남구 대치동 996-1 미래에셋벤쳐타워 11층,approsystems.co.kr,,02-538-7803,02-538-7846,26310,19990527,12
00415053,(주)화진코스메틱, Hwajin Cosmetics,,,화진코스메틱,박영애,E,1211110063560,1308157647,경기도 부천시 오정구 내동 96,www.iwhajin.co.kr,,032-679-4886,032-679-4888,20423,19981110,12
00414869,(주)모비야,"Mobiya Co., Ltd.",,,모비야,변재국,E,1101112196693,1048160804,서울특별시 중구 남대문로5가 세브란스빌딩 5층,www.mobiya.com,,02-2259-4102,02-2259-4034,62090,20010320,12
00365527,우리켐테크(주),"Woori Chemtech, Inc.",,,우리켐테크,김권,E,1101111508279,1148182746,서울특별시 강남구 삼성동 170 대윤빌딩 4층,www.woorichem.com,,558-1145-9,558-1102,20202,19980207,12
00364245,(주)ABC,"ABC.CO.,LTD",,,ABC,최주환,E,1211110069360,1308164871,경기도 부천시 오정구 삼정동 48-72,www.abcboiler.co.kr,,02-678-0609,02-678-0264,28520,20010101,12
00364005,캐피탈아거스 주식회사,"Capital Argus Co., Ltd",,,캐피탈아거스,"백기언,이진용",E,1101111957765,1048153021,서울특별시 중구 을지로 198번지 일은증권빌딩 19층,없음,,02-756-2596,02-756-2591,64209,20000502,12
00413329,유니솔(주),Unisol Corporation,,,유니솔,박요일,E,1101111702251,1188120631,서울특별시 영등포구 신길동 1351-3,www.unisol.co.kr,,02-833-3131,02-833-3631,46510,19990524,12
00215222,주식회사 세화유통,SEWHA CIRCULATION CO.,,,세화유통,배기일,E,1801110058817,6178109491,부산광역시 수영구 광안2동 175-1,,,051-750-3355,051-758-1222,47121,19851122,12
00252481,주식회사 용강,"YONGKANG CO., LTD.",,,용강,이인호,E,1712110009926,5058109150,경상북도 경주시 현곡면 나원리 788번지,www.iljin.com,,054)770-5554,054)770-5553,30,19950216,12
00369897,기바전자주식회사,"KIBA ELECTRONICS CO., LTD",,,기바전자,김진형,E,1211110070309,1308162645,경기도 부천시 오정구 삼정동 364번지 부천테크노파크 102동 401~404호,,,032)327-2311,032)327-2275,26410,19991009,12
00310855,에프에스비티아이 코리아(주),FSBTI Korea Ltd.,,,에프에스비티아이코리아,데이비드 얼 무어,E,1101111819783,1098160681,"서울특별시 강서구 공항동 1370 대한항공 8층, SELOT",해당사항없음,,02-656-6817,02-656-6797,76390,19991201,12
00370015,(주)디지텍,"Digitech Co., Ltd.",,,디지텍,문정식,E,1350110107786,1348162012,경기도 안산시 성곡동 647-5,www.digitechpcb.com,,031-495-3652,031-491-5995,2622,20001101,12
00303448,알에이코프 (주),,,,알에이코프,심상규,E,1101111494329,1168166650,서울특별시 중구 북창동93-52 진흥금고빌딩 2층,,,775-3153,,74100,19971213,12
00404394,매경휴스닥(주),MKHUSDAQ.Co.Ltd,,,매경휴스닥,황 인태,E,1101111603178,2038127475,서울특별시 중구 필동1가 51번지 매일경제 구사옥 2층,www.mkhusdaq.com,,02-3406-1205,02-2272-9226,7512,19981104,12
00201946,주식회사 한국이연,kOREA RIKEN ELECTRIC CO.LTD,,,한국이연,임오랑,E,1801110017631,6038103921,부산광역시 장림동 333-2,,,051-261-3237,051-263-5689,46,19730401,12
00304207,(주)한원텔레콤,"Korea First Telecom co., Ltd.",,,한원텔레콤,장형식,E,1101111424714,2158163606,서울특별시 송파구 문정동 57,www.Korfirstel.com,,3400-4000,449-8371,2642,19970610,12
00305093,(주)진우,,,,진우,이춘성,E,1451110000689,2248103581,강원도 횡성군 횡성읍 묵계리 43-8,,,0372-344-5535,,30,19861111,12
00410720,탑종합건설주식회사,"Top construction co., LTD.",,,탑종합건설,윤영철,E,1350110098323,1348148932,경기도 안산시 고잔동 527-9 중앙오피스텔 402호,,,031-480-4100,031-480-4104,4112,19991208,12
00354354,(주) 썬키스,SUNKISS CO. LTD.,,,썬키스,알버트 피호슈,E,1101111306417,1208164404,서울특별시 강남구 역삼동 628-14,,,(02) 539-8703,(02) 558-3519,68112,19960808,12
00311049,주식회사 위슬런,WISLEARN,,,위슬런,안 무 상,E,1101111264756,1168155100,서울특별시 강남구 역삼동 748-16,www.wislearn.com,,02-553-0385 (정순진),02-553-0360,58190,19960424,12
00412782,대산반도체주식회사,"DAESAN SEMICON CO,LTD.",,,대산반도체,장대순,E,1760110012241,5138110186,경상북도 구미시 형곡동 858-3,,,054-458-2760,054-458-2761,4659,19960213,12
00426615,주식회사 네오소프트,"KNEOSOFT CO.,LTD.",,,네오소프트,안철우,E,1801110187335,6178115372,부산광역시 해운대구 우2동 13B-4 센텀벤처타운 3층 304호,www.keno.com,,051-583-4445,051-583-4449,58221,19950720,12
00164061,주식회사 드림에스디,HAEDONG METAL.CO.LTD,,,드림에스디,이정모,E,1341110009452,1238111435,충청북도 음성군 대소면 소석리 2-5,,,2056-3222,3445-1547,2411,19830411,12
00381659,크레디피아제십구차유동화전문,"Credipia 19th Asset Securitization Specialty, L.L.C",,,크레디피아제십구차유동화전문,박태용,E,1101140035061,1078604505,서울특별시 영등포구 여의도동 36-3,,,768-7911,784-9869,64999,20010822,07
00382959,(주)콩코드캐피탈아시아,Concord Capital Asia,,,콩코드캐피탈아시아,이해봉,E,1101112168238,1018167360,서울특별시 종로구 세종로 139 동아일보미디어센터 16층,"www,c-capital.co.kr",,02-2020-2110,02-2020-2125,6822,20010201,12
00118886,주식회사 에이브이씨닷컴,Audio Video Communication,,,에이브이씨닷컴,손정열,E,1101110165731,1198103940,서울특별시 구로구 구로동 610-17 신구로상가 라동 405호,해당사항없음,,672-6461,672-6860,30,19740603,06
00374835,(주)케이씨알파트너스,KCR Partners,,,케이씨알파트너스,임태주,E,1101112148826,1208616377,서울특별시 강남구 대치동 945-1 홍우빌딩 9층,,,002-6243-8111,02-6243-8116,75999,20010111,12
00115700,동성투자 주식회사,"Intec Venture Capital Co., Ltd.",,,동성투자,윤준식,E,1401110005014,2218103656,서울특별시 강남구 역삼동 677-25 큰길타워 16층,,,538-7877,538-7177,64209,19890428,12
00389192,오엔씨네트웍스(주),ONC Networks,,,오엔씨네트웍스,정회성,E,1101112013459,2158194400,서울특별시 송파구 가락본동 8-2 중앙일보빌딩 6층,,,02-6266-2063,02-6266-2069,62090,20000701,12
00346452,(유)씨에스지,Corporate Software Group LLC,,,씨에스지,신재철,E,1101140028412,1168159881,서울특별시 강남구 삼성동 159-1 아셈타워 40층,,,02-6001-8100,02-6001-8526,58221,19881102,06
00420356,하이페리온제이차유동화전문 유한회사,"hyperion 2nd Asset Securitization Specialty Co., Ltd",,,하이페리온제이차유동화전문유한회사,전명순,E,1101140038528,1078618993,서울특별시 영등포구 여의도동 36-3,,,02-769-8464,02-769-8498,64999,20020614,12
00425528,부산유조선주식회사,"PUSAN TANKER CO.,LTD",,,부산유조선,이우근,E,1801110010742,6018108065,부산광역시 중구 중앙동3가1번지 부산우체국12층,,,051-469-6222,051-469-1228,50112,19610724,12
